"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_symbol","category"
5163.60216556559,0.434896935317771,0.144527985217572,3.0090846050547,0.00262036134465629,0.00500372666226286,"ENSG00000000003","TSPAN6","Not significant"
42.3940083403656,0.415250404500377,0.302935666383456,1.37075442273856,0.170451523183284,0.220036588383565,"ENSG00000000005","TNMD","Not significant"
1733.40394539558,0.829365062776367,0.112807062280292,7.35206684769115,1.95165151867702e-13,1.33419534030184e-12,"ENSG00000000419","DPM1","Not significant"
463.00904586869,-0.275534785889139,0.0687130384594461,-4.00993453450261,6.07355846779239e-05,0.000153635174953098,"ENSG00000000457","SCYL3","Not significant"
328.1879266224,1.26048112048882,0.0935542436626464,13.4732650400561,2.2470534990425e-41,1.11330497265061e-39,"ENSG00000000460","FIRRM","Upregulated"
259.944083094593,0.0808288768512761,0.194768482986749,0.414999776204938,0.678142066953272,0.719877631237298,"ENSG00000000938","FGR","Not significant"
865.546429350194,-1.22559471789032,0.18628960988793,-6.5789751700464,4.73701861109658e-11,2.55433596831459e-10,"ENSG00000000971","CFH","Downregulated"
2262.73400411976,0.340768059291947,0.0770053269136942,4.42525306949053,9.63292885304106e-06,2.76757745936982e-05,"ENSG00000001036","FUCA2","Not significant"
1490.43869422397,0.165448158271579,0.0731172301197636,2.26277934763913,0.0236492946256103,0.0374313297299756,"ENSG00000001084","GCLC","Not significant"
1101.48866871526,0.418718776896023,0.066648118323964,6.28252961112435,3.33107797444822e-10,1.65208920128497e-09,"ENSG00000001167","NFYA","Not significant"
353.734748792111,-1.19408735848442,0.0848717054377065,-14.0693220706027,5.86287303770709e-45,3.64740905632241e-43,"ENSG00000001460","STPG1","Downregulated"
1436.14842153239,-0.757213150853801,0.0748638145102182,-10.1145413950347,4.76242135360786e-24,7.54743667692339e-23,"ENSG00000001461","NIPAL3","Not significant"
2060.24613647739,0.99105337740334,0.0969414492361104,10.2232160258872,1.56075140199842e-24,2.57426894691692e-23,"ENSG00000001497","LAS1L","Not significant"
1016.17005500188,-0.496928361327773,0.107592375186103,-4.61862060827483,3.86299422620415e-06,1.16936098744092e-05,"ENSG00000001561","ENPP4","Not significant"
1405.32986243176,1.05595664418847,0.152858606136261,6.90806144893911,4.91321171278436e-12,2.92729351807563e-11,"ENSG00000001617","SEMA3F","Upregulated"
6337.49867521543,-0.0157899683952789,0.197052193060774,-0.0801308940033419,0.936133151881439,0.944683883839095,"ENSG00000001626","CFTR","Not significant"
1738.72097850937,0.149470437388846,0.0790517860439361,1.89079140230648,0.0586521953396687,0.0849693264337105,"ENSG00000001629","ANKIB1","Not significant"
240.25187713136,0.63630272833072,0.172531415324999,3.68803981079105,0.000225988298451364,0.00051940292387372,"ENSG00000001630","CYP51A1","Not significant"
209.377256736862,0.561803574554046,0.0956165429386928,5.87558969700737,4.21340745878497e-09,1.84103735160707e-08,"ENSG00000001631","KRIT1","Not significant"
333.675803863674,-0.266546942619164,0.0861255184109743,-3.09486604594069,0.00196901802284923,0.00384083388759434,"ENSG00000002016","RAD52","Not significant"
9.87207958585471,2.37690763105623,0.23276568294038,10.211589616778,1.75958178295226e-24,2.88981806104936e-23,"ENSG00000002079","MYH16","Upregulated"
428.80221120139,-0.211350652795864,0.147338812497638,-1.43445334744539,0.151442933222392,0.198274414411268,"ENSG00000002330","BAD","Not significant"
3815.86728149799,-0.183597865503095,0.106762125186632,-1.71969099699117,0.0854886252107835,0.118913935364652,"ENSG00000002549","LAP3","Not significant"
6097.86686910423,-0.263820381765729,0.10215574838124,-2.58253094853913,0.0098078565056499,0.0167689180002989,"ENSG00000002586","CD99","Not significant"
476.547428239965,0.68571084903521,0.133789776658537,5.12528584889791,2.97086669565476e-07,1.04159139018638e-06,"ENSG00000002587","HS3ST1","Not significant"
8865.69670607842,-1.9316397667527,0.169334937333566,-11.40721340303,3.84861793263271e-30,9.14510591198577e-29,"ENSG00000002726","AOC1","Downregulated"
8.19192020047357,-0.714266382102926,0.331741457834786,-2.15308145917247,0.0313122771266725,0.0481718666195502,"ENSG00000002745","WNT16","Not significant"
40.3435804212422,1.59846388172689,0.234797421957677,6.80784255806277,9.9073198683305e-12,5.735683285314e-11,"ENSG00000002746","HECW1","Upregulated"
17.7407140758234,0.505481986840954,0.228472649408397,2.21243981785059,0.0269362902080918,0.0421069139918889,"ENSG00000002822","MAD1L1","Not significant"
11176.4515130233,-0.610969142647953,0.078885305746197,-7.74503105323145,9.55584897312983e-15,7.40414601914394e-14,"ENSG00000002834","LASP1","Not significant"
841.587551309967,-0.405125700665096,0.0745963720760486,-5.43090353311129,5.60694391301406e-08,2.15032591145787e-07,"ENSG00000002919","SNX11","Not significant"
7196.55157695129,-0.0437763789060664,0.187256897545164,-0.233777123726553,0.815158010136646,0.839976950918594,"ENSG00000002933","TMEM176A","Not significant"
2363.88909093971,0.251797379449623,0.0671773036723462,3.74825075858585,0.000178072174401673,0.000416722922224184,"ENSG00000003056","M6PR","Not significant"
229.416267540064,-0.327026236886185,0.295612839564226,-1.10626533464604,0.268611691328813,0.327622412807527,"ENSG00000003096","KLHL13","Not significant"
102.075737096729,-1.31034927944032,0.211033473364185,-6.20920112127909,5.3254630525717e-10,2.57934086649312e-09,"ENSG00000003137","CYP26B1","Downregulated"
2086.10555394595,0.871587433753754,0.096149914116756,9.06488000286069,1.24741479860349e-19,1.42143914528478e-18,"ENSG00000003147","ICA1","Not significant"
797.512612062406,2.41470551459364,0.158405726114305,15.2438019371294,1.81022957034905e-52,1.73129095251766e-50,"ENSG00000003249","DBNDD1","Upregulated"
692.930623961871,0.562607828437779,0.0846492332642662,6.64634287568057,3.00464872185689e-11,1.6531157614372e-10,"ENSG00000003393","ALS2","Not significant"
1358.7531157624,-0.940731294067092,0.111589869592285,-8.43025713269703,3.44906501917218e-17,3.27908513333612e-16,"ENSG00000003400","CASP10","Not significant"
2684.26003667223,-0.461421477118019,0.0821524210747892,-5.61665098948154,1.94694121458695e-08,7.88186257525792e-08,"ENSG00000003402","CFLAR","Not significant"
605.107060498577,-0.409950903617339,0.185219147969887,-2.21332895713347,0.0268749746252775,0.0420178988011079,"ENSG00000003436","TFPI","Not significant"
433.211267614889,0.467740242831416,0.0653238868616399,7.16032473422959,8.04861724915207e-13,5.19901188471354e-12,"ENSG00000003509","NDUFAF7","Not significant"
1790.23929708016,0.0153509726562261,0.0761953902957861,0.201468521870346,0.840332240682444,0.86197028106351,"ENSG00000003756","RBM5","Not significant"
29.8379106387349,-0.494754504553247,0.187572916408933,-2.63766493599012,0.0083479018949146,0.0144730003614271,"ENSG00000003987","MTMR7","Not significant"
200.525704694247,-0.700725886980862,0.270187361057266,-2.59348136877633,0.0095009686810496,0.016279692614329,"ENSG00000003989","SLC7A2","Not significant"
4274.30142238135,0.374515188254082,0.129601361795561,2.88974732260035,0.00385551589452962,0.00713104438336365,"ENSG00000004059","ARF5","Not significant"
196.044154352831,0.0540111966589825,0.102441920196222,0.527237253611869,0.59802884142315,0.648111818305216,"ENSG00000004139","SARM1","Not significant"
4791.3073648511,0.23290704065972,0.0825926274456994,2.81994952652215,0.00480312037534024,0.00872751874241251,"ENSG00000004142","POLDIP2","Not significant"
2405.08475794075,0.302931364565773,0.144197973538149,2.10080181526011,0.0356583670454875,0.0541623434654653,"ENSG00000004399","PLXND1","Not significant"
4776.12388411119,-0.0876649531958347,0.0690320665671824,-1.26991639617972,0.204114412053356,0.257695031695248,"ENSG00000004455","AK2","Not significant"
200.651965468352,-1.04836929206416,0.229524895550717,-4.56756244044342,4.93428715516647e-06,1.47357882751814e-05,"ENSG00000004468","CD38","Downregulated"
6254.62855716653,0.6764085159225,0.111011156907001,6.09315797410488,1.10704716590155e-09,5.18550711347669e-09,"ENSG00000004478","FKBP4","Not significant"
